name,values,label
AreaPolygonCoordinates,"POLYGON ((-73.99 40.76, -73.98 40.76, -73.98 40.75, -73.99 40.75, -73.99 40.76)), POLYGON ((-73.95 40.80, -73.94 40.80, -73.94 40.79, -73.95 40.79, -73.95 40.80)), POLYGON ((-74.00 40.73, -73.99 40.73, -73.99 40.72, -74.00 40.73))",polygon
RegionPolygonGeometry,"POLYGON ((-73.97 40.78, -73.96 40.78, -73.96 40.77, -73.97 40.77, -73.97 40.78)), POLYGON ((-74.00 40.74, -73.99 40.74, -73.99 40.73, -74.00 40.73, -74.00 40.74)), POLYGON ((-73.93 40.83, -73.92 40.83, -73.92 40.82, -73.93 40.82, -73.93 40.83))",polygon
poly_wkt,"POLYGON((-73.985 40.758, -73.984 40.758, -73.984 40.757, -73.985 40.757, -73.985 40.758)), POLYGON((-73.965 40.782, -73.964 40.782, -73.964 40.781, -73.965 40.781, -73.965 40.782)), POLYGON((-73.968 40.665, -73.966 40.665, -73.966 40.663, -73.968 40.663, -73.968 40.665))",polygon
geom_pgn,"POLYGON((-73.928 40.829, -73.927 40.830, -73.926 40.829, -73.927 40.828, -73.928 40.829)), POLYGON((-73.845 40.745, -73.843 40.745, -73.843 40.743, -73.845 40.743, -73.845 40.745)), POLYGON((-74.075 40.645, -74.073 40.645, -74.073 40.642, -74.075 40.642, -74.075 40.645))",polygon
nyc_poly_geo,"POLYGON((-74.012 40.710, -74.010 40.711, -74.009 40.709, -74.012 40.710)), POLYGON((-73.945 40.811, -73.943 40.811, -73.943 40.809, -73.945 40.809, -73.945 40.811)), POLYGON((-73.780 40.645, -73.778 40.645, -73.778 40.643, -73.780 40.643, -73.780 40.645))",polygon
location_polygon,"POLYGON ((-74.00 40.71, -73.99 40.72, -74.01 40.72, -74.00 40.71)), POLYGON ((-73.98 40.76, -73.97 40.76, -73.97 40.75, -73.98 40.75, -73.98 40.76)), POLYGON ((-73.95 40.82, -73.94 40.83, -73.94 40.81, -73.95 40.82))",polygon
area_boundary,"POLYGON ((-73.96 40.78, -73.95 40.78, -73.95 40.77, -73.96 40.77, -73.96 40.78)), POLYGON ((-73.99 40.74, -73.98 40.75, -73.98 40.73, -73.99 40.74)), POLYGON ((-73.87 40.77, -73.86 40.77, -73.86 40.76, -73.87 40.76, -73.87 40.77))",polygon
geographic_footprint,"POLYGON ((-74.01 40.70, -74.00 40.71, -74.015 40.705, -74.01 40.70)), POLYGON ((-73.94 40.79, -73.93 40.80, -73.94 40.80, -73.94 40.79)), POLYGON ((-73.99 40.73, -73.98 40.73, -73.985 40.72, -73.99 40.73))",polygon
geom_poly,"POLYGON ((-73.98 40.76, -73.97 40.76, -73.97 40.75, -73.98 40.75, -73.98 40.76)), POLYGON ((-73.95 40.65, -73.94 40.65, -73.945 40.64, -73.95 40.65)), POLYGON ((-73.88 40.85, -73.87 40.85, -73.87 40.84, -73.88 40.84, -73.88 40.85))",polygon
wkt_pgn,"POLYGON ((-73.98 40.76, -73.97 40.76, -73.97 40.75, -73.98 40.75, -73.98 40.76)), POLYGON ((-73.95 40.65, -73.94 40.65, -73.945 40.64, -73.95 40.65)), POLYGON ((-73.88 40.85, -73.87 40.85, -73.87 40.84, -73.88 40.84, -73.88 40.85))",polygon
pgn_geom,"POLYGON ((-73.98 40.76, -73.97 40.76, -73.97 40.75, -73.98 40.75, -73.98 40.76)), POLYGON ((-73.95 40.65, -73.94 40.65, -73.945 40.64, -73.95 40.65)), POLYGON ((-73.88 40.85, -73.87 40.85, -73.87 40.84, -73.88 40.84, -73.88 40.85))",polygon
areaBoundary,"POLYGON ((-73.98 40.75, -73.97 40.75, -73.97 40.74, -73.98 40.74, -73.98 40.75)), POLYGON ((-73.95 40.69, -73.94 40.70, -73.94 40.68, -73.95 40.69)), POLYGON ((-73.90 40.85, -73.89 40.85, -73.89 40.84, -73.90 40.84, -73.90 40.85))",polygon
locationPolygon,"POLYGON ((-73.99 40.72, -73.98 40.73, -73.97 40.72, -73.99 40.72)), POLYGON ((-74.00 40.71, -73.99 40.71, -73.99 40.70, -74.00 40.70, -74.00 40.71)), POLYGON ((-73.96 40.78, -73.95 40.78, -73.95 40.77, -73.96 40.77, -73.96 40.78))",polygon
zonePolygon,"POLYGON ((-73.97 40.76, -73.96 40.76, -73.965 40.75, -73.97 40.76)), POLYGON ((-73.92 40.81, -73.91 40.82, -73.91 40.80, -73.92 40.81)), POLYGON ((-73.95 40.65, -73.94 40.65, -73.94 40.64, -73.95 40.64, -73.95 40.65))",polygon
geom_ply,"POLYGON ((-73.99 40.76, -73.98 40.76, -73.98 40.75, -73.99 40.75, -73.99 40.76)), POLYGON ((-73.97 40.78, -73.96 40.78, -73.965 40.77, -73.97 40.78)), POLYGON ((-74.02 40.71, -74.01 40.71, -74.01 40.70, -74.02 40.70, -74.02 40.71))",polygon
wkt_poly,"POLYGON ((-73.99 40.76, -73.98 40.76, -73.98 40.75, -73.99 40.75, -73.99 40.76)), POLYGON ((-73.97 40.78, -73.96 40.78, -73.965 40.77, -73.97 40.78)), POLYGON ((-74.02 40.71, -74.01 40.71, -74.01 40.70, -74.02 40.70, -74.02 40.71))",polygon
poly_shp,"POLYGON ((-73.99 40.76, -73.98 40.76, -73.98 40.75, -73.99 40.75, -73.99 40.76)), POLYGON ((-73.97 40.78, -73.96 40.78, -73.965 40.77, -73.97 40.78)), POLYGON ((-74.02 40.71, -74.01 40.71, -74.01 40.70, -74.02 40.70, -74.02 40.71))",polygon
geo_poly,"POLYGON ((-73.99 40.75, -73.98 40.75, -73.98 40.74, -73.99 40.74, -73.99 40.75)), POLYGON ((-73.96 40.69, -73.95 40.69, -73.95 40.68, -73.96 40.68, -73.96 40.69)), POLYGON ((-73.88 40.85, -73.87 40.85, -73.87 40.84, -73.88 40.84, -73.88 40.85))",polygon
loc_geom,"POLYGON ((-74.01 40.71, -74.00 40.71, -74.00 40.70, -74.01 40.70, -74.01 40.71)), POLYGON ((-73.80 40.75, -73.79 40.75, -73.79 40.74, -73.80 40.74, -73.80 40.75)), POLYGON ((-73.97 40.65, -73.96 40.65, -73.96 40.64, -73.97 40.64, -73.97 40.65))",polygon
poly_bnd,"POLYGON ((-73.91 40.87, -73.90 40.87, -73.90 40.86, -73.91 40.86, -73.91 40.87)), POLYGON ((-74.15 40.63, -74.14 40.63, -74.14 40.62, -74.15 40.62, -74.15 40.63)), POLYGON ((-73.98 40.77, -73.97 40.77, -73.97 40.76, -73.98 40.76, -73.98 40.77))",polygon
poly_geom,"POLYGON ((-73.97 40.78, -73.96 40.78, -73.96 40.77, -73.97 40.78)), POLYGON ((-74.01 40.71, -74.00 40.71, -74.00 40.70, -74.01 40.71)), POLYGON ((-73.96 40.71, -73.95 40.71, -73.955 40.70, -73.96 40.71))",polygon
shp_poly,"POLYGON ((-73.99 40.75, -73.98 40.75, -73.98 40.74, -73.99 40.75)), POLYGON ((-73.95 40.81, -73.94 40.81, -73.94 40.80, -73.95 40.81)), POLYGON ((-73.99 40.70, -73.98 40.70, -73.985 40.69, -73.99 40.70))",polygon
geo_poly,"POLYGON ((-74.00 40.73, -73.99 40.73, -73.99 40.72, -74.00 40.73)), POLYGON ((-73.79 40.65, -73.78 40.65, -73.78 40.64, -73.79 40.65)), POLYGON ((-74.05 40.62, -74.04 40.62, -74.045 40.61, -74.05 40.62))",polygon
geo_poly,"POLYGON ((-74.00 40.71, -73.99 40.72, -74.01 40.72, -74.00 40.71)), POLYGON ((-73.98 40.76, -73.97 40.77, -73.99 40.77, -73.98 40.76)), POLYGON ((-73.95 40.78, -73.94 40.78, -73.95 40.77, -73.95 40.78)), POLYGON ((-73.97 40.75, -73.96 40.76, -73.98 40.76, -73.97 40.75)), POLYGON ((-74.01 40.70, -74.00 40.71, -74.02 40.71, -74.01 40.70))",polygon
poly_geom,"POLYGON ((-73.96 40.80, -73.95 40.81, -73.97 40.81, -73.96 40.80)), POLYGON ((-73.90 40.85, -73.89 40.86, -73.91 40.85, -73.90 40.85)), POLYGON ((-73.96 40.68, -73.95 40.68, -73.96 40.67, -73.96 40.68)), POLYGON ((-73.94 40.83, -73.93 40.84, -73.95 40.84, -73.94 40.83)), POLYGON ((-73.92 40.87, -73.91 40.88, -73.93 40.88, -73.92 40.87))",polygon
loc_bnd,"POLYGON ((-73.88 40.74, -73.87 40.75, -73.89 40.74, -73.88 40.74)), POLYGON ((-74.15 40.63, -74.14 40.63, -74.15 40.62, -74.15 40.63)), POLYGON ((-74.01 40.70, -74.00 40.70, -74.01 40.69, -74.01 40.70)), POLYGON ((-73.85 40.76, -73.84 40.77, -73.86 40.77, -73.85 40.76)), POLYGON ((-74.20 40.55, -74.19 40.56, -74.21 40.56, -74.20 40.55))",polygon
geom_pg,"POLYGON ((-74.011 40.705, -74.010 40.705, -74.010 40.704, -74.011 40.704, -74.011 40.705)), POLYGON ((-73.880 40.850, -73.879 40.851, -73.878 40.850, -73.880 40.850)), POLYGON ((-74.151 40.606, -74.150 40.606, -74.150 40.605, -74.151 40.605, -74.151 40.606))",polygon
shp_poly,"POLYGON ((-74.011 40.705, -74.010 40.705, -74.010 40.704, -74.011 40.704, -74.011 40.705)), POLYGON ((-73.880 40.850, -73.879 40.851, -73.878 40.850, -73.880 40.850)), POLYGON ((-74.151 40.606, -74.150 40.606, -74.150 40.605, -74.151 40.605, -74.151 40.606))",polygon
wkt_geom,"POLYGON ((-74.011 40.705, -74.010 40.705, -74.010 40.704, -74.011 40.704, -74.011 40.705)), POLYGON ((-73.880 40.850, -73.879 40.851, -73.878 40.850, -73.880 40.850)), POLYGON ((-74.151 40.606, -74.150 40.606, -74.150 40.605, -74.151 40.605, -74.151 40.606))",polygon
area_geometry,"POLYGON ((-73.99 40.75, -73.98 40.75, -73.98 40.74, -73.99 40.74, -73.99 40.75)), POLYGON ((-73.95 40.82, -73.94 40.82, -73.94 40.81, -73.95 40.81, -73.95 40.82)), POLYGON ((-73.96 40.70, -73.95 40.70, -73.95 40.69, -73.96 40.69, -73.96 40.70))",polygon
location_boundary,"POLYGON ((-74.01 40.71, -74.00 40.71, -74.00 40.70, -74.01 40.70, -74.01 40.71)), POLYGON ((-73.88 40.85, -73.87 40.85, -73.87 40.84, -73.88 40.84, -73.88 40.85)), POLYGON ((-73.82 40.75, -73.81 40.75, -73.81 40.74, -73.82 40.74, -73.82 40.75))",polygon
geospatial_polygon,"POLYGON ((-73.98 40.76, -73.97 40.77, -73.96 40.76, -73.98 40.76)), POLYGON ((-74.00 40.69, -73.99 40.70, -73.98 40.69, -74.00 40.69)), POLYGON ((-74.15 40.64, -74.14 40.65, -74.13 40.64, -74.15 40.64))",polygon
geom_poly,"POLYGON ((-73.985 40.758, -73.984 40.758, -73.984 40.757, -73.985 40.757, -73.985 40.758)), POLYGON ((-74.013 40.707, -74.012 40.707, -74.012 40.706, -74.013 40.706, -74.013 40.707)), POLYGON ((-73.965 40.782, -73.964 40.782, -73.964 40.781, -73.965 40.781, -73.965 40.782))",polygon
wkt_pgon,"POLYGON ((-73.991 40.703, -73.990 40.703, -73.990 40.702, -73.991 40.702, -73.991 40.703)), POLYGON ((-73.960 40.714, -73.959 40.714, -73.959 40.713, -73.960 40.713, -73.960 40.714)), POLYGON ((-73.923 40.695, -73.922 40.695, -73.922 40.694, -73.923 40.694, -73.923 40.695))",polygon
geo_shp,"POLYGON ((-73.948 40.744, -73.947 40.744, -73.947 40.743, -73.948 40.743, -73.948 40.744)), POLYGON ((-73.924 40.768, -73.923 40.768, -73.923 40.767, -73.924 40.767, -73.924 40.768)), POLYGON ((-73.829 40.759, -73.828 40.759, -73.828 40.758, -73.829 40.758, -73.829 40.759))",polygon
locationPolygon,"POLYGON ((-73.98 40.75, -73.97 40.75, -73.97 40.74, -73.98 40.74, -73.98 40.75)), POLYGON ((-74.01 40.71, -74.00 40.71, -74.00 40.70, -74.01 40.70, -74.01 40.71)), POLYGON ((-73.95 40.81, -73.94 40.81, -73.94 40.80, -73.95 40.80, -73.95 40.81)), POLYGON ((-73.99 40.69, -73.98 40.69, -73.98 40.68, -73.99 40.68, -73.99 40.69)), POLYGON ((-73.88 40.85, -73.87 40.85, -73.87 40.84, -73.88 40.84, -73.88 40.85))",polygon
areaBoundary,"POLYGON ((-74.00 40.74, -73.99 40.74, -73.99 40.73, -74.00 40.73, -74.00 40.74)), POLYGON ((-74.00 40.73, -73.99 40.73, -73.995 40.72, -74.00 40.73)), POLYGON ((-73.92 40.77, -73.90 40.77, -73.90 40.75, -73.92 40.75, -73.92 40.77)), POLYGON ((-74.15 40.63, -74.14 40.63, -74.14 40.62, -74.15 40.62, -74.15 40.63)), POLYGON ((-73.96 40.77, -73.95 40.77, -73.95 40.76, -73.96 40.76, -73.96 40.77))",polygon
zoneShape,"POLYGON ((-73.92 40.70, -73.91 40.70, -73.915 40.69, -73.92 40.70)), POLYGON ((-74.00 40.72, -73.99 40.72, -73.99 40.71, -74.00 40.71, -74.00 40.72)), POLYGON ((-73.96 40.71, -73.95 40.71, -73.95 40.70, -73.96 40.70, -73.96 40.71)), POLYGON ((-73.98 40.78, -73.97 40.78, -73.975 40.77, -73.98 40.78)), POLYGON ((-73.94 40.74, -73.93 40.74, -73.93 40.73, -73.94 40.73, -73.94 40.74))",polygon
postal_code,"10025, 11215, 11375",zip_code
area_zip_code,"10462, 10306, 10011",zip_code
location_zip,"11201, 11101, 10003",zip_code
zip,"10011, 11215, 11377",zip_code
zip_cd,"10461, 10306, 10003",zip_code
postal_cd,"11201, 11101, 10458",zip_code
postal_code,"10011, 11201, 10471",zip_code
location_zip_code,"11368, 10314, 10025",zip_code
address_zip,"11231, 10458, 11105",zip_code
zip_cd,"10011, 11201, 11377",zip_code
inc_zip,"10461, 10305, 10003",zip_code
pst_cd,"11238, 11102, 10458",zip_code
zipCode,"10001, 11201, 11101",zip_code
postalCode,"10451, 10301, 10011",zip_code
mailingZip,"11215, 11375, 10023",zip_code
zip,"10011, 11231, 10458, 11375, 10301",zip_code
zip_cd,"10025, 11217, 10467, 11435, 10314",zip_code
pstl_cd,"10002, 11206, 10462, 11102, 10308",zip_code
ZC,"10009, 11221, 10453",zip_code
POST_CODE,"11377, 10314, 10024",zip_code
ZIP_C,"11249, 10469, 11102",zip_code
zip_cd,"10001, 11201, 10451",zip_code
pcode,"11101, 10301, 10012",zip_code
zc,"11211, 10467, 11432",zip_code
inc_zip,"10011, 11201, 10461",zip_code
zip_cd,"11101, 10301, 10019",zip_code
loc_zip,"11221, 10451, 10314",zip_code
ZIP_Cd,"10011, 11201, 11101",zip_code
ZC,"10451, 10301, 10025",zip_code
Pstl_Cd,"11238, 11385, 10128",zip_code
ZIP_CD,"10021, 11215, 11375, 10461, 10306",zip_code
PCODE,"10003, 11201, 11101, 10471, 10314",zip_code
ZC,"10011, 11238, 11432, 10452, 10301",zip_code
postal_code,"10011, 11377, 10301",zip_code
location_zip_code,"11201, 10461, 10021",zip_code
delivery_zip,"10314, 11215, 11105",zip_code
ZIP_CD,"10011, 11201, 10461",zip_code
ZIP,"11377, 10306, 10025",zip_code
ZC,"11238, 10457, 11102",zip_code
locationZipCode,"10011, 11231, 10461",zip_code
eventZip,"11377, 10306, 10025",zip_code
postalCode,"11201, 10458, 11101",zip_code
postalCode,"10011, 11215, 10301",zip_code
locationZip,"10025, 11231, 10461",zip_code
incidentZipCode,"10009, 11231, 10467",zip_code
locationPostalCode,"11377, 10301, 10451",zip_code
reportZip,"10012, 11201, 11432",zip_code
ZIP_CD,"10019, 11215, 11375",zip_code
ZC,"10461, 10306, 11102",zip_code
PCode,"10001, 11206, 10458",zip_code
Property Postal Code,"10025, 11215, 10461, 11375, 10306",zip_code
Resident Zip Code,"11231, 10011, 11101, 10314, 10458",zip_code
Mailing Address Zip Code,"11432, 10003, 11201, 10471, 10301",zip_code
zipCode,"10021, 11201, 10453",zip_code
postalCode,"11377, 10301, 10003",zip_code
locationZip,"11238, 10462, 11432",zip_code
Borough_Boundary_MultiPolygon,"MULTIPOLYGON (((-74.00 40.71, -74.00 40.72, -73.99 40.72, -73.99 40.71, -74.00 40.71))), MULTIPOLYGON (((-73.96 40.68, -73.96 40.69, -73.95 40.69, -73.95 40.68, -73.96 40.68))), MULTIPOLYGON (((-73.88 40.85, -73.88 40.86, -73.87 40.86, -73.87 40.85, -73.88 40.85)))",multi-polygon
New_York_City_Area_MultiPolygon,"MULTIPOLYGON (((-73.95 40.78, -73.95 40.79, -73.94 40.79, -73.94 40.78, -73.95 40.78))), MULTIPOLYGON (((-73.92 40.75, -73.92 40.76, -73.91 40.76, -73.91 40.75, -73.92 40.75))), MULTIPOLYGON (((-74.01 40.70, -74.01 40.71, -74.00 40.71, -74.00 40.70, -74.01 40.70)))",multi-polygon
Location_Geometry_MultiPolygon,"MULTIPOLYGON (((-73.90 40.82, -73.90 40.83, -73.89 40.83, -73.89 40.82, -73.90 40.82))), MULTIPOLYGON (((-73.99 40.65, -73.99 40.66, -73.98 40.66, -73.98 40.65, -73.99 40.65))), MULTIPOLYGON (((-74.05 40.62, -74.05 40.63, -74.04 40.63, -74.04 40.62, -74.05 40.62)))",multi-polygon
area_footprint,"MULTIPOLYGON (((-73.985 40.758, -73.984 40.758, -73.984 40.757, -73.985 40.757, -73.985 40.758))), MULTIPOLYGON (((-73.985 40.695, -73.984 40.695, -73.984 40.694, -73.985 40.694, -73.985 40.695))), MULTIPOLYGON (((-73.928 40.829, -73.927 40.829, -73.927 40.828, -73.928 40.828, -73.928 40.829)))",multi-polygon
geographic_boundary,"MULTIPOLYGON (((-73.845 40.745, -73.840 40.745, -73.840 40.740, -73.845 40.740, -73.845 40.745))), MULTIPOLYGON (((-74.075 40.645, -74.070 40.645, -74.070 40.640, -74.075 40.640, -74.075 40.645))), MULTIPOLYGON (((-74.015 40.715, -74.010 40.715, -74.010 40.710, -74.015 40.710, -74.015 40.715)))",multi-polygon
zone_shape,"MULTIPOLYGON (((-73.960 40.710, -73.955 40.715, -73.950 40.710, -73.960 40.710))), MULTIPOLYGON (((-73.951 40.811, -73.950 40.811, -73.950 40.810, -73.951 40.810, -73.951 40.811))), MULTIPOLYGON (((-73.921 40.766, -73.920 40.766, -73.920 40.765, -73.921 40.765, -73.921 40.766)))",multi-polygon
geom_mp_wkt,"MULTIPOLYGON (((-74.01 40.71, -74.01 40.72, -74.00 40.72, -74.00 40.71, -74.01 40.71))), MULTIPOLYGON (((-73.96 40.67, -73.96 40.68, -73.95 40.68, -73.95 40.67, -73.96 40.67))), MULTIPOLYGON (((-73.91 40.82, -73.91 40.83, -73.90 40.83, -73.90 40.82, -73.91 40.82)))",multi-polygon
mpoly_wkt,"MULTIPOLYGON (((-74.01 40.71, -74.01 40.72, -74.00 40.72, -74.00 40.71, -74.01 40.71))), MULTIPOLYGON (((-73.96 40.67, -73.96 40.68, -73.95 40.68, -73.95 40.67, -73.96 40.67))), MULTIPOLYGON (((-73.91 40.82, -73.91 40.83, -73.90 40.83, -73.90 40.82, -73.91 40.82)))",multi-polygon
wkt_geom_mp,"MULTIPOLYGON (((-74.01 40.71, -74.01 40.72, -74.00 40.72, -74.00 40.71, -74.01 40.71))), MULTIPOLYGON (((-73.96 40.67, -73.96 40.68, -73.95 40.68, -73.95 40.67, -73.96 40.67))), MULTIPOLYGON (((-73.91 40.82, -73.91 40.83, -73.90 40.83, -73.90 40.82, -73.91 40.82)))",multi-polygon
geom_mpoly,"MULTIPOLYGON (((-74.00 40.70, -74.01 40.70, -74.00 40.71, -74.00 40.70))), MULTIPOLYGON (((-73.99 40.75, -73.98 40.75, -73.99 40.76, -73.99 40.75))), MULTIPOLYGON (((-73.95 40.80, -73.96 40.80, -73.95 40.81, -73.95 40.80)))",multi-polygon
mp_geo,"MULTIPOLYGON (((-73.85 40.65, -73.86 40.65, -73.85 40.66, -73.85 40.65))), MULTIPOLYGON (((-73.90 40.60, -73.91 40.60, -73.90 40.61, -73.90 40.60))), MULTIPOLYGON (((-74.10 40.55, -74.11 40.55, -74.10 40.56, -74.10 40.55)))",multi-polygon
mpgn_geom,"MULTIPOLYGON (((-73.75 40.85, -73.76 40.85, -73.75 40.86, -73.75 40.85))), MULTIPOLYGON (((-73.80 40.78, -73.81 40.78, -73.80 40.79, -73.80 40.78))), MULTIPOLYGON (((-74.20 40.51, -74.21 40.51, -74.20 40.52, -74.20 40.51)))",multi-polygon
GeographicBoundaryMultipolygon,"MULTIPOLYGON (((-74.00 40.71, -74.01 40.72, -74.00 40.72, -74.00 40.71))), MULTIPOLYGON (((-73.98 40.75, -73.99 40.76, -73.98 40.76, -73.98 40.75))), MULTIPOLYGON (((-73.95 40.82, -73.96 40.83, -73.95 40.83, -73.95 40.82)))",multi-polygon
ZoneMultipolygonCoordinates,"MULTIPOLYGON (((-73.96 40.78, -73.97 40.79, -73.96 40.79, -73.96 40.78))), MULTIPOLYGON (((-73.94 40.74, -73.95 40.75, -73.94 40.75, -73.94 40.74))), MULTIPOLYGON (((-73.88 40.74, -73.89 40.75, -73.88 40.75, -73.88 40.74)))",multi-polygon
AreaGeometryMultipolygon,"MULTIPOLYGON (((-73.99 40.68, -74.00 40.69, -73.99 40.69, -73.99 40.68))), MULTIPOLYGON (((-73.90 40.65, -73.91 40.66, -73.90 40.66, -73.90 40.65))), MULTIPOLYGON (((-74.08 40.63, -74.09 40.64, -74.08 40.64, -74.08 40.63)))",multi-polygon
geographic_boundary,"MULTIPOLYGON (((-73.98 40.78, -73.97 40.78, -73.97 40.79, -73.98 40.79, -73.98 40.78))), MULTIPOLYGON (((-73.96 40.67, -73.95 40.67, -73.95 40.68, -73.96 40.68, -73.96 40.67))), MULTIPOLYGON (((-73.89 40.85, -73.88 40.85, -73.88 40.86, -73.89 40.86, -73.89 40.85)))",multi-polygon
area_outline,"MULTIPOLYGON (((-74.01 40.71, -74.00 40.71, -74.00 40.72, -74.01 40.72, -74.01 40.71))), MULTIPOLYGON (((-73.85 40.75, -73.84 40.75, -73.84 40.76, -73.85 40.76, -73.85 40.75))), MULTIPOLYGON (((-74.15 40.58, -74.14 40.58, -74.14 40.59, -74.15 40.59, -74.15 40.58)))",multi-polygon
spatial_footprint,"MULTIPOLYGON (((-73.95 40.82, -73.94 40.82, -73.94 40.83, -73.95 40.83, -73.95 40.82))), MULTIPOLYGON (((-73.99 40.76, -73.98 40.76, -73.98 40.77, -73.99 40.77, -73.99 40.76))), MULTIPOLYGON (((-73.90 40.66, -73.89 40.66, -73.89 40.67, -73.90 40.67, -73.90 40.66)))",multi-polygon
geom_mp,"MULTIPOLYGON (((-74.00 40.71, -74.00 40.72, -73.99 40.72, -73.99 40.71, -74.00 40.71))), MULTIPOLYGON (((-73.95 40.67, -73.95 40.68, -73.94 40.68, -73.94 40.67, -73.95 40.67))), MULTIPOLYGON (((-73.90 40.85, -73.90 40.86, -73.89 40.86, -73.89 40.85, -73.90 40.85)))",multi-polygon
wkt_mpoly,"MULTIPOLYGON (((-74.00 40.71, -74.00 40.72, -73.99 40.72, -73.99 40.71, -74.00 40.71))), MULTIPOLYGON (((-73.95 40.67, -73.95 40.68, -73.94 40.68, -73.94 40.67, -73.95 40.67))), MULTIPOLYGON (((-73.90 40.85, -73.90 40.86, -73.89 40.86, -73.89 40.85, -73.90 40.85)))",multi-polygon
geo_mp,"MULTIPOLYGON (((-74.00 40.71, -74.00 40.72, -73.99 40.72, -73.99 40.71, -74.00 40.71))), MULTIPOLYGON (((-73.95 40.67, -73.95 40.68, -73.94 40.68, -73.94 40.67, -73.95 40.67))), MULTIPOLYGON (((-73.90 40.85, -73.90 40.86, -73.89 40.86, -73.89 40.85, -73.90 40.85)))",multi-polygon
areaBoundary,"MULTIPOLYGON (((-74.00 40.75, -73.95 40.75, -73.95 40.80, -74.00 40.80, -74.00 40.75))), MULTIPOLYGON (((-73.98 40.65, -73.93 40.65, -73.93 40.70, -73.98 40.70, -73.98 40.65))), MULTIPOLYGON (((-73.85 40.72, -73.80 40.72, -73.80 40.77, -73.85 40.77, -73.85 40.72)))",multi-polygon
zoneShape,"MULTIPOLYGON (((-73.91 40.83, -73.86 40.83, -73.86 40.88, -73.91 40.88, -73.91 40.83))), MULTIPOLYGON (((-74.16 40.59, -74.11 40.59, -74.11 40.64, -74.16 40.64, -74.16 40.59))), MULTIPOLYGON (((-74.01 40.71, -73.96 40.71, -73.96 40.76, -74.01 40.76, -74.01 40.71)))",multi-polygon
spatialFeature,"MULTIPOLYGON (((-73.88 40.74, -73.83 40.74, -73.83 40.79, -73.88 40.79, -73.88 40.74))), MULTIPOLYGON (((-73.99 40.68, -73.94 40.68, -73.94 40.73, -73.99 40.73, -73.99 40.68))), MULTIPOLYGON (((-74.05 40.61, -74.00 40.61, -74.00 40.66, -74.05 40.66, -74.05 40.61)))",multi-polygon
nycAreaGeometry,"MULTIPOLYGON (((-74.00 40.70, -73.99 40.70, -73.99 40.71, -74.00 40.71, -74.00 40.70))), MULTIPOLYGON (((-73.98 40.72, -73.97 40.72, -73.97 40.73, -73.98 40.73, -73.98 40.72))), MULTIPOLYGON (((-73.96 40.74, -73.95 40.74, -73.95 40.75, -73.96 40.75, -73.96 40.74)))",multi-polygon
boundaryMultiPolygon,"MULTIPOLYGON (((-73.94 40.76, -73.93 40.76, -73.93 40.77, -73.94 40.77, -73.94 40.76))), MULTIPOLYGON (((-73.92 40.78, -73.91 40.78, -73.91 40.79, -73.92 40.79, -73.92 40.78))), MULTIPOLYGON (((-74.01 40.71, -74.00 40.71, -74.00 40.72, -74.01 40.72, -74.01 40.71)))",multi-polygon
zoneShape,"MULTIPOLYGON (((-73.99 40.73, -73.98 40.73, -73.98 40.74, -73.99 40.74, -73.99 40.73))), MULTIPOLYGON (((-73.97 40.75, -73.96 40.75, -73.96 40.76, -73.97 40.76, -73.97 40.75))), MULTIPOLYGON (((-73.95 40.77, -73.94 40.77, -73.94 40.78, -73.95 40.78, -73.95 40.77)))",multi-polygon
spatial_footprint,"MULTIPOLYGON (((-74.0060 40.7128, -74.0050 40.7128, -74.0050 40.7138, -74.0060 40.7138, -74.0060 40.7128))), MULTIPOLYGON (((-73.9857 40.7484, -73.9847 40.7484, -73.9847 40.7494, -73.9857 40.7494, -73.9857 40.7484))), MULTIPOLYGON (((-73.9654 40.7829, -73.9644 40.7829, -73.9644 40.7839, -73.9654 40.7839, -73.9654 40.7829)), ((-73.9650 40.7845, -73.9640 40.7845, -73.9640 40.7855, -73.9650 40.7855, -73.9650 40.7845)))",multi-polygon
area_boundary,"MULTIPOLYGON (((-73.9972 40.7202, -73.9962 40.7202, -73.9962 40.7212, -73.9972 40.7212, -73.9972 40.7202))), MULTIPOLYGON (((-73.9498 40.8116, -73.9488 40.8116, -73.9488 40.8126, -73.9498 40.8126, -73.9498 40.8116))), MULTIPOLYGON (((-74.0135 40.7050, -74.0125 40.7050, -74.0125 40.7060, -74.0135 40.7060, -74.0135 40.7050)), ((-74.0140 40.7065, -74.0130 40.7065, -74.0130 40.7075, -74.0140 40.7075, -74.0140 40.7065)))",multi-polygon
plot_outline,"MULTIPOLYGON (((-73.8214 40.7485, -73.8204 40.7485, -73.8204 40.7495, -73.8214 40.7495, -73.8214 40.7485))), MULTIPOLYGON (((-73.9580 40.6782, -73.9570 40.6782, -73.9570 40.6792, -73.9580 40.6792, -73.9580 40.6782))), MULTIPOLYGON (((-73.9189 40.8492, -73.9179 40.8492, -73.9179 40.8502, -73.9189 40.8502, -73.9189 40.8492)), ((-73.9175 40.8505, -73.9165 40.8505, -73.9165 40.8515, -73.9175 40.8515, -73.9175 40.8505)))",multi-polygon
